ID;Name;URL;Img;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated;
371;The Original Sazerac;http://liquor.com/recipes/the-original-sazerac/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/the-original-sazerac.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
372;Guava Rose;http://liquor.com/recipes/guava-rose/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/fa-guava_rose_cocktail.jpg;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;
373;Piña Perfection;http://liquor.com/recipes/pina-perfection/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/pina-perfection.jpeg;0.25;0.5;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
374;Queen Elizabeth;http://liquor.com/recipes/queen-elizabeth/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/queen-elizabeth2.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
375;The Green Beast;http://liquor.com/recipes/the-green-beast/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/green-beast1.jpg;0.5;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
376;Yellow Bird;http://liquor.com/recipes/yellow-bird/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/yellow-bird.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
377;Golden Cadillac;http://liquor.com/recipes/golden-cadillac/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/golden-cadillac.jpg;0.25;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
378;L’Orange White Cosmo;http://liquor.com/recipes/lorange-white-cosmo/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/white-cosmo1.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
379;La Poire Peartini;http://liquor.com/recipes/la-poire-peartini/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/la-poire-peartini1.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
380;Grey Goose Classic Martini;http://liquor.com/recipes/grey-goose-classic-martini/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/classic-martini.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
381;Fresh Berry Delicious;http://liquor.com/recipes/fresh-berry-delicious/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/fresh-berry-delicious.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
382;Margaritas by the Pitcher;http://liquor.com/recipes/margaritas-by-the-pitcher/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/Margaritas-By-the-pitcher-new.jpg;0.5;0.41500000000000004;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
383;1793;http://liquor.com/recipes/1793/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/1793.jpg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
384;Cherry Lane;http://liquor.com/recipes/cherry-lane/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/cherry-lane.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
385;Hearts of Pom;http://liquor.com/recipes/hearts-of-pom/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/05/Hearts-of-Pom-newest.jpg;0.5;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
386;Comanche Club;http://liquor.com/recipes/comanche-club/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/comanche-club.jpg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
387;The Pale Rider;http://liquor.com/recipes/the-pale-rider/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/the-pale-rider.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
388;The Foghorn Cocktail;http://liquor.com/recipes/the-foghorn-cocktail/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/the-foghorn-cocktail.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
389;Medicinal Courage;http://liquor.com/recipes/medicinal-courage/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/medicinal-courage.jpg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
390;Plymouth Harvest Margherita;http://liquor.com/recipes/plymouth-harvest-margherita/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/plymouth-harvest-margherita.jpg;0.5;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
391;The Cappa;http://liquor.com/recipes/the-cappa/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/the-cappa.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
392;Speedwell Cooler;http://liquor.com/recipes/speedwell-cooler/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/speedwell-cooler.jpg;0.5;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
393;Plymouth Duff;http://liquor.com/recipes/plymouth-duff/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/plymouth-duff.jpg;0.5;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
394;Tender Nob;http://liquor.com/recipes/tender-nob/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/tender-nob.jpeg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
395;The Black Demure;http://liquor.com/recipes/the-black-demure/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/the-black-demure.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
396;Space Gin Smash;http://liquor.com/recipes/space-gin-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/space-gin-smash.jpg;0.25;0.33;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
397;Scarlet Glow;http://liquor.com/recipes/scarlet-glow/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/scarlet_glow-newest.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
398;Spiced Old Fashioned;http://liquor.com/recipes/spiced-old-fashioned/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/FA-Spiced-Old-Fashion.jpg;0.5;0.33;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
399;La Perla;http://liquor.com/recipes/la-perla/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/la-perla.jpg;1.0;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
400;Cucumber & Rose Collins;http://liquor.com/recipes/cucumber-rose-collins/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/cucumber__rose_collins.jpg;0.5;0.33;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
401;Malena;http://liquor.com/recipes/malena/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/malena.jpg;0.5;0.41500000000000004;0.5;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
402;Boston Rum Punch;http://liquor.com/recipes/boston-rum-punch/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/boston-rum-punch-recipe.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
403;Stoli O Seduction;http://liquor.com/recipes/stoli-o-seduction/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/Stoli-O-Seduction-newest.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
404;Seven and Seven;http://liquor.com/recipes/seven-and-seven/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/seven-and-seven.jpg;0.5;0.33;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
405;Tasman Sea;http://liquor.com/recipes/tasman-sea/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/tasman-sea.jpg;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;
406;VeeVolette;http://liquor.com/recipes/veevolette/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/veev-volette2.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
407;Orange You a Pistachio?;http://liquor.com/recipes/orange-you-a-pistachio/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/Orange-You-a-Pistachio-new.jpg;0.5;0.33;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
408;81 Old Fashioned;http://liquor.com/recipes/81-old-fashioned/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/81-old-fashioned1.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
409;Pronto Pronto Cocktail;http://liquor.com/recipes/pronto-pronto-cocktail/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/pronto-pronto-cocktail.jpg;0.25;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
410;The Orkney Chapel;http://liquor.com/recipes/the-orkney-chapel/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/the-orkney-chapel1.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
411;Skinny Superfruit Sangria;http://liquor.com/recipes/skinny-superfruit-sangria/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/Skinny-Superfruit-Sangria-new.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
412;Açaí Cosmo;http://liquor.com/recipes/acai-cosmo/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/acai-cosmo.jpg;0.25;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
413;Açaí Lemonade;http://liquor.com/recipes/acai-lemonade/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/04/acai-lemonade.jpg;0.25;0.33;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
414;French 65;http://liquor.com/recipes/french-65/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/french-65.jpg;0.25;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
415;Apple Fool’s Martini;http://liquor.com/recipes/apple-fools-martini/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/03/apple-fools-martini.jpg;0.5;0.5;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
416;Calvados Sidecar;http://liquor.com/recipes/calvados-sidecar/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/calvados-sidecar.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
417;Vermiglio;http://liquor.com/recipes/vermiglio/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/vermiglio.jpg;0.25;0.33;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
418;Herradura Tequila Luxe;http://liquor.com/recipes/herradura-tequila-luxe/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/herradura-tequila-luxe.jpg;0.5;0.33;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
419;Stoli O Main Squeeze;http://liquor.com/recipes/stoli-o-main-squeeze/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/03/stoli-o-main-squeeze.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
420;La Tour Eiffel;http://liquor.com/recipes/la-tour-eiffel/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/La_Tour_Eiffel_Recipe.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
421;Spring’s First Bloom;http://liquor.com/recipes/springs-first-bloom/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/springs-first-bloom.jpg;0.5;0.5;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
422;Tallulah;http://liquor.com/recipes/tallulah/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/tallulah.jpeg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
