ID;Name;URL;Img;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated;
143;All Betts Are Off;http://liquor.com/recipes/all-betts-are-off/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/all-betts-are-off1.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
144;Tazza di Vita;http://liquor.com/recipes/tazza-di-vita/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/07/tazza-di-vita.jpg;0.5;0.33;1.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.07;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
145;Not Manhattan;http://liquor.com/recipes/not-manhattan/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/not-manhattan2.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
146;A Lonely Island Lost in the Middle of a Foggy Sea;http://liquor.com/recipes/a-lonely-island-lost-in-the-middle-of-a-foggy-sea/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/08/lonely_island.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
147;Rub & Rye;http://liquor.com/recipes/rub-rye/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/11/rub-and-rye.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
148;The Improved Holland Gin Cock-Tail;http://liquor.com/recipes/the-improved-holland-gin-cock-tail/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/12/improved-holland-gin-cocktail1.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
149;Citrus Thaipiroshka;http://liquor.com/recipes/citrus-thaipiroshka/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/09/citrus-thaipiroshka1.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
150;Tegroni;http://liquor.com/recipes/tegroni/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/Tegroni.jpg;0.5;0.41500000000000004;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
151;Rob Roy;http://liquor.com/recipes/rob-roy/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/02/rob-roy.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
152;La Valencia;http://liquor.com/recipes/la-valencia/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/03/la-valencia1.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
153;Blood and Sand;http://liquor.com/recipes/blood-and-sand/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/07/Blood-and-Sand.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
154;Lucid Frappe;http://liquor.com/recipes/lucid-frappe/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/06/fa-lucid_frappe.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
155;Ward Eight;http://liquor.com/recipes/ward-eight/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/ward-eight.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
156;Brian Boru;http://liquor.com/recipes/brian-boru/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/Brian-Boru.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
157;Frohito;http://liquor.com/recipes/frohito/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/07/Frohito.jpg;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;
158;Gin Fizz;http://liquor.com/recipes/gin-fizz/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/Gin-Fizz.jpg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
159;Hard Water Presbyterian;http://liquor.com/recipes/hard-water-presbyterian/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/presbyterian-hardwater-version.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
160;Maison Premiere Sazerac;http://liquor.com/recipes/maison-premiere-sazerac/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/Maison-Premiere-Sazerac.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
161;Whiskey Smash;http://liquor.com/recipes/whiskey-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/whiskey-smash.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
162;Flying Dutchman;http://liquor.com/recipes/flying-dutchman/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/08/flying-dutchman1.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
163;The Shifting Sands;http://liquor.com/recipes/the-shifting-sands/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/06/the-shifting-sands1.jpg;0.5;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
164;Gypsy Queen;http://liquor.com/recipes/gypsy-queen/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/06/gypsy-queen.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
165;24 Sour;http://liquor.com/recipes/24-sour/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/02/24-sour.jpeg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
166;Betsy Ross;http://liquor.com/recipes/betsy-ross/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/06/betsy-ross-cocktail.jpeg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
167;Rhode Island Red;http://liquor.com/recipes/rhode-island-red/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/04/rhode-island-red.jpg;0.5;0.33;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
168;Fall and Summer;http://liquor.com/recipes/fall-and-summer/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/12/fall-and-summer.jpg;0.5;0.41500000000000004;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
169;Berri Ricky;http://liquor.com/recipes/berri-ricky/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/07/berri-ricky.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
170;Aviation;http://liquor.com/recipes/aviation/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/08/aviation.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
171;Absinthe Drip;http://liquor.com/recipes/absinthe-drip/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/absinthe-drip.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
172;Manhattan;http://liquor.com/recipes/manhattan-2/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/01/manhattan1.jpg;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
173;Smash and Grab;http://liquor.com/recipes/smash-and-grab/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/09/smash-and-grab.jpg;0.5;0.33;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
174;No. 3 French 75;http://liquor.com/recipes/no-3-french-75/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/11/no-3-french-75.jpg;0.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
175;Dale’s Rainbow Planter’s Punch;http://liquor.com/recipes/dales-rainbow-planters-punch/;http://liquor.s3.amazonaws.com/wp-content/uploads/2009/11/dales-rainbow-planters-punch-recipe.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
176;Boat House Punch;http://liquor.com/recipes/boat-house-punch/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/06/boat-house-punch.jpg;0.5;0.33;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
177;Mojito;http://liquor.com/recipes/mojito/;http://liquor.s3.amazonaws.com/wp-content/uploads/2014/05/recipe-mojito.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
178;Caipirinha;http://liquor.com/recipes/caipirinha/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/06/Caipirinha-1.jpg;1.0;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
179;Gentleman’s Press;http://liquor.com/recipes/gentlemans-press/;http://liquor.s3.amazonaws.com/wp-content/uploads/2012/12/290-Gentleman_Jack.jpg;0.5;0.33;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
180;Jalisco Flor;http://liquor.com/recipes/jalisco-flor/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/06/jalisco-flor.jpg;0.5;0.33;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
181;Duke’s Martini;http://liquor.com/recipes/dukes-martini/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/01/Dukes-Martini.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
182;Vesper;http://liquor.com/recipes/vesper/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/05/vesper.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
183;Wild Turkey Mint Tea;http://liquor.com/recipes/wild-turkey-mint-tea/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/Wild-Turkey-Mint-Tea.jpg;0.5;0.33;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
184;Yerba Buena;http://liquor.com/recipes/yerba-buena/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/10/yerba-buena-cocktail.jpg;0.5;0.33;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
185;Caribeño;http://liquor.com/recipes/caribeno/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/03/caribeno.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
186;Basil Hayden’s Bloody Mary;http://liquor.com/recipes/basil-haydens-bloody-mary/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/08/Basil-Haydens-Bloody-Mary.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
187;Gimlet;http://liquor.com/recipes/gimlet/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/08/gimlet-2.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
188;Rosie Lee;http://liquor.com/recipes/rosie-lee/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/01/fa-Rosie_lee.jpg;0.5;0.33;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
189;Herradura Tequila Mojito;http://liquor.com/recipes/herradura-tequila-mojito/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/09/herradura-tequila-mojito.jpg;0.5;0.33;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
190;Dutchman’s Daiquiri;http://liquor.com/recipes/dutchmans-daiquiri/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/09/dutchmans-daiquiri.jpg;0.5;0.5;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
191;Royal Smash;http://liquor.com/recipes/royal-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/05/royal-smash-cocktail.jpg;0.25;0.33;1.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
192;Bourbon Lift;http://liquor.com/recipes/bourbon-lift/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/bourbon-lift.jpg;0.5;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
193;La Estrella;http://liquor.com/recipes/la-estrella/;http://liquor.s3.amazonaws.com/wp-content/uploads/2010/05/la-estrella.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
194;Margarita;http://liquor.com/recipes/margarita/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/02/Margarita-new.jpg;0.5;0.41500000000000004;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
