ID;Name;URL;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated
180;Jalisco Flor;http://liquor.com/recipes/jalisco-flor/;0.5;0.33;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
181;Duke’s Martini;http://liquor.com/recipes/dukes-martini/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
182;Vesper;http://liquor.com/recipes/vesper/;1;0.5;0.5;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
183;Wild Turkey Mint Tea;http://liquor.com/recipes/wild-turkey-mint-tea/;0.5;0.33;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
184;Yerba Buena;http://liquor.com/recipes/yerba-buena/;0.5;0.33;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
185;Caribeño;http://liquor.com/recipes/caribeno/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
186;Basil Hayden’s Bloody Mary;http://liquor.com/recipes/basil-haydens-bloody-mary/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
187;Gimlet;http://liquor.com/recipes/gimlet/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
188;Rosie Lee;http://liquor.com/recipes/rosie-lee/;0.5;0.33;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
189;Herradura Tequila Mojito;http://liquor.com/recipes/herradura-tequila-mojito/;0.5;0.33;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
190;Dutchman’s Daiquiri;http://liquor.com/recipes/dutchmans-daiquiri/;0.5;0.5;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
191;Royal Smash;http://liquor.com/recipes/royal-smash/;0.25;0.33;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
192;Bourbon Lift;http://liquor.com/recipes/bourbon-lift/;0.5;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
193;La Estrella;http://liquor.com/recipes/la-estrella/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.04;0;0;0
194;Margarita;http://liquor.com/recipes/margarita/;0.5;0.415;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0.04;0;0
195;Mint Julep;http://liquor.com/recipes/mint-julep/;1;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
196;Off to the Races;http://liquor.com/recipes/off-to-the-races/;0.5;0.33;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
197;Gin Buck;http://liquor.com/recipes/gin-buck/;0.5;0.33;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
198;Rosemary & Rhubarb;http://liquor.com/recipes/rosemary-rhubarb/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
199;Sazerac;http://liquor.com/recipes/sazerac/;1;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
200;The St-Germain Cocktail;http://liquor.com/recipes/the-st-germain-cocktail/;0.25;0.33;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
201;Negroni;http://liquor.com/recipes/negroni/;1;0.33;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
202;Summer Rye;http://liquor.com/recipes/summer-rye/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
203;Pyrat Punch;http://liquor.com/recipes/pyrat-punch/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0.1;0.1;0;0;0;0;0.04;0;0
204;Grand Marnier’s Smash;http://liquor.com/recipes/grand-marniers-smash/;0.5;0.33;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
205;Port Royal Punch;http://liquor.com/recipes/port-royal-punch/;0.5;0.33;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0.1;0.1;0;0;0;0.04;0;0;0
206;The Bowery;http://liquor.com/recipes/the-bowery/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
207;Ruby Partida;http://liquor.com/recipes/ruby-partida/;0.5;0.5;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
208;The Lanesborough;http://liquor.com/recipes/the-lanesborough/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
209;House-made Clover Club;http://liquor.com/recipes/house-made-clover-club/;1;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
210;Mayahuel;http://liquor.com/recipes/mayahuel/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
211;Virgin Ad Lib;http://liquor.com/recipes/virgin-ad-lib/;0.25;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.04;0;0
212;Holiday at the Hive;http://liquor.com/recipes/holiday-at-the-hive/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0
213;Hearn;http://liquor.com/recipes/hearn/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
214;Blushing Lady;http://liquor.com/recipes/blushing-lady/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
215;1942 Martini;http://liquor.com/recipes/1942-martini/;1;0.5;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0
216;Maneki-Tini;http://liquor.com/recipes/maneki-tini/;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
217;Grand Tea;http://liquor.com/recipes/grand-tea/;0.25;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
218;Don Julio Colada;http://liquor.com/recipes/don-julio-colada/;0.5;0;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0.07;0.07;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0.04;0
219;C & B Old Fashioned;http://liquor.com/recipes/c-b-old-fashioned/;1;0.33;0.5;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
220;Aperol Flip;http://liquor.com/recipes/aperol-flip/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
221;Açaí Mojito;http://liquor.com/recipes/acai-mojito/;0.25;0.33;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0.04;0;0;0
222;Irish Jack Rose;http://liquor.com/recipes/irish-jack-rose/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
223;Shamrock Sour;http://liquor.com/recipes/shamrock-sour/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
224;Dry Martini;http://liquor.com/recipes/dry-martini/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0.04;0;0;0
225;Pony Express;http://liquor.com/recipes/pony-express/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
226;Strawberry Basil Margarita;http://liquor.com/recipes/strawberry-basil-margarita/;0.5;0.33;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0.04;0;0
227;Mango Brava Daiquiri;http://liquor.com/recipes/mango-brava-daiquiri/;0.5;0.5;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
228;McKinley’s Delight;http://liquor.com/recipes/mckinleys-delight/;0.5;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
229;Cannibal Corpse Reviver No. 2;http://liquor.com/recipes/cannibal-corpse-reviver-no-2/;0.5;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
230;Drambuie Rusty Nail;http://liquor.com/recipes/drambuie-rusty-nail/;1;0.33;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
231;Antiguo Citrus Mint Squeeze;http://liquor.com/recipes/antiguo-citrus-mint-squeeze/;0.5;0.33;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
232;Beefeater Tom Collins;http://liquor.com/recipes/tom-collins/;0.5;0.33;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
233;Dukes Gin Classic Martini;http://liquor.com/recipes/dukes-gin-classic-martini/;1;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
234;The Rose;http://liquor.com/recipes/the-rose-2/;0.5;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
235;Ramos Gin Fizz;http://liquor.com/recipes/ramos-gin-fizz/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
236;Uncle Angelo’s Eggnog;http://liquor.com/recipes/uncle-angelos-eggnog/;0.5;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0.04;0;0;0
237;Pimm’s Pony;http://liquor.com/recipes/pimms-pony/;0.5;0.5;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
238;Cucumber, Basil & Lime Gimlet;http://liquor.com/recipes/cucumber-basil-lime-gimlet/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
239;Jamaican Breeze;http://liquor.com/recipes/jamaican-breeze/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
240;Super Sunday Punch Bowl of Freedom;http://liquor.com/recipes/super-sunday-punch-bowl-of-freedom/;0.5;0.33;0.5;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
241;Cherry Bulldog;http://liquor.com/recipes/cherry-bulldog/;1;0.5;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
242;Boulevardier;http://liquor.com/recipes/boulevardier/;0.5;0.415;0.5;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
243;East Side Elder;http://liquor.com/recipes/east-side-elder/;0.5;0.415;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
244;The Translucent Cocktail;http://liquor.com/recipes/the-translucent-cocktail/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
245;Adam and VeeV;http://liquor.com/recipes/adam-and-veev/;0.5;0.415;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
246;Dub Treo;http://liquor.com/recipes/dub-treo/;1;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
247;Samba Breeze;http://liquor.com/recipes/samba-breeze-2/;0.5;0.33;0.5;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
248;Finlandia Vodka Helsinki Mule;http://liquor.com/recipes/finlandia-vodka-helsinki-mule/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
249;Dubious Manhattan;http://liquor.com/recipes/dubious-manhattan/;1;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
250;Maple Old Fashioned;http://liquor.com/recipes/maple-old-fashioned/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
251;French Connection;http://liquor.com/recipes/french-connection/;0.5;0.33;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
252;Tart n’ Sand;http://liquor.com/recipes/tart-n-sand/;0.5;0.5;1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
253;Pom Blanco;http://liquor.com/recipes/pom-blanco/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
254;Alfie’s Apple;http://liquor.com/recipes/alfies-apple/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
255;Coffee Cocktail;http://liquor.com/recipes/coffee-cocktail/;0.25;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
256;Champagne Dreams;http://liquor.com/recipes/champagne-dreams/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
257;Basil Hayden’s Last Stand;http://liquor.com/recipes/basil-haydens-last-stand/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
258;Timmy’s Brandy Milk Punch;http://liquor.com/recipes/timmys-brandy-milk-punch/;0.5;0.33;1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0.1;0.1;0;0;0;0;0.04;0
259;Banker’s Lunch;http://liquor.com/recipes/bankers-lunch/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
260;Stone Sour;http://liquor.com/recipes/stone-sour/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
261;My Funny Clementine;http://liquor.com/recipes/my-funny-clementine/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
262;The London Soul;http://liquor.com/recipes/the-london-soul/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
263;Gentleman Bowery;http://liquor.com/recipes/gentleman-bowery/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
264;St-Rita;http://liquor.com/recipes/st-rita/;1;0.33;0.5;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0.04;0;0
265;Daiquiri;http://liquor.com/recipes/daiquiri/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0.04;0;0
266;Alabama Slammer;http://liquor.com/recipes/alabama-slammer/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
267;Jack & Canton;http://liquor.com/recipes/jack-canton/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
268;Smoky Martini;http://liquor.com/recipes/smoky-martini/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
269;Cerise Light;http://liquor.com/recipes/cerise-light/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
270;The President;http://liquor.com/recipes/the-president/;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
271;Paloma;http://liquor.com/recipes/paloma/;0.5;0.33;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
272;No. 3 Gimlet;http://liquor.com/recipes/no-3-gimlet/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
273;Last-Minute Mulled Wine;http://liquor.com/recipes/last-minute-mulled-wine/;0.5;1;0.5;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0;0;0.1;0;0;0.1;0;0.1;0;0;0;0;0;0;0.04
274;Forbidden Fruit;http://liquor.com/recipes/forbidden-fruit/;0.5;0.33;0.5;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
275;Baileys Toasted Almond Brittle;http://liquor.com/recipes/baileys-toasted-almond-brittle/;0.25;0.5;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
