ID;Name;URL;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated
84;Bloody Bulldog;http://liquor.com/recipes/bloody-bulldog/;0.5;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
85;Hopped-Up Bloody Mary;http://liquor.com/recipes/hopped-up-bloody-mary/;0.5;0.33;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
86;Moët Golden Night;http://liquor.com/recipes/moet-golden-night/;0.5;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
87;Hot Buttered Rum;http://liquor.com/recipes/hot-buttered-rum/;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0.04;0;0;0
88;Apple Dandy;http://liquor.com/recipes/apple-dandy/;0.5;0.5;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
89;Set the New Year on Fire;http://liquor.com/recipes/set-the-new-year-on-fire/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0.1;0;0;0;0;0.1;0;0;0;0;0.04;0;0;0
90;Ponche Navideño;http://liquor.com/recipes/ponche-navideno/;0.5;1;1;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.04
91;Tea and Krampus;http://liquor.com/recipes/tea-and-krampus/;1;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
92;Trick Nog;http://liquor.com/recipes/trick-nog/;0.25;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
93;The Revolver;http://liquor.com/recipes/the-revolver/;1;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
94;Joe & Misses Doe Celery Soda;http://liquor.com/recipes/joe-misses-doe-celery-soda/;0.25;0.33;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
95;The Grey Goose Martini;http://liquor.com/recipes/the-grey-goose-martini/;1;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0.04;0;0
96;Grey Goose Parisian Martini;http://liquor.com/recipes/grey-goose-parisian-martini/;0.25;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0
97;Grey Goose L’Orange Winter Sangria Martini;http://liquor.com/recipes/grey-goose-lorange-winter-sangria-martini/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0
98;Hurricane;http://liquor.com/recipes/hurricane/;1;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
99;Basil Hayden’s 8th Night Toddy;http://liquor.com/recipes/basil-haydens-8th-night-toddy/;0.5;1;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.04;0;0
100;Après-Turkey;http://liquor.com/recipes/apres-turkey/;0.5;0.5;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
101;Hornitos Tequila Toddy;http://liquor.com/recipes/hornitos-tequila-toddy/;0.5;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04
102;Hornitos Holiday Horchata;http://liquor.com/recipes/hornitos-holiday-horchata/;0.25;0.5;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.04;0;0
103;The Maple Man;http://liquor.com/recipes/the-maple-man/;0.5;0.33;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
104;Holiday “Sauce”;http://liquor.com/recipes/holiday-sauce/;0.5;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
105;Citius, Altius, Fortius;http://liquor.com/recipes/citius-altius-fortius/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
106;Hot Toddy;http://liquor.com/recipes/hot-toddy/;0.5;1;0.5;0.1;0;0;0;0.1;0;0;0;0;0.1;0;0.1;0;0;0;0;0.1;0;0;0;0;0.07;0;0;0.07;0;0.07;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0.04
107;Rusty Apple Toddy;http://liquor.com/recipes/rusty-apple-toddy/;0.25;1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04
108;Cider Delighter;http://liquor.com/recipes/cider-delighter/;0.5;0.33;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
109;Bloody Mason;http://liquor.com/recipes/bloody-mason/;0.25;0.33;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
110;Apple Toddy;http://liquor.com/recipes/apple-toddy/;0.5;1;1;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04
111;Vieux Carré;http://liquor.com/recipes/vieux-carre-2/;0.5;0.5;0.5;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
112;Ginger Smash;http://liquor.com/recipes/ginger-smash-2/;0.25;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
113;Iced Caramel Coffee;http://liquor.com/recipes/iced-caramel-coffee/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
114;Stoli Gala Temptress;http://liquor.com/recipes/stoli-gala-temptress/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
115;The Oaxacan Punch;http://liquor.com/recipes/the-oaxacan-punch/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
116;Glögg;http://liquor.com/recipes/glogg-2/;1;1;1;0;0;0;0;0;0.1;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0.1;0;0;0.1;0;0.1;0;0;0;0;0;0;0.04
117;The Inside Job;http://liquor.com/recipes/the-inside-job/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
118;Brown Derby;http://liquor.com/recipes/brown-derby/;0.5;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
119;Mezcal & Mayhem;http://liquor.com/recipes/mezcal-mayhem/;0.5;0.33;1;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
120;Spiced Rum Milk Punch;http://liquor.com/recipes/spiced-rum-milk-punch/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
121;McGlashan;http://liquor.com/recipes/mcglashan/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
122;Dieci E Lode;http://liquor.com/recipes/dieci-e-lode/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
123;Last-Word Fizz;http://liquor.com/recipes/last-word-fizz/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
124;“Nick & Nora” Dry Martini;http://liquor.com/recipes/nick-nora-dry-martini/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0.04;0;0;0
125;Soda Jerk;http://liquor.com/recipes/soda-jerk/;1;0.33;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
126;Gaelic Flip;http://liquor.com/recipes/gaelic-flip/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
127;Stinger;http://liquor.com/recipes/stinger/;0.5;0.33;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
128;The Brotherhood;http://liquor.com/recipes/the-brotherhood/;1;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
129;Champagne Cobbler;http://liquor.com/recipes/champagne-cobbler/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
130;Lagerita;http://liquor.com/recipes/lagerita/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0.04;0;0
131;Autumn Rickey;http://liquor.com/recipes/autumn-rickey/;0.5;0.33;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
132;The Dead Rabbit Coffee Cocktail;http://liquor.com/recipes/the-dead-rabbit-coffee-cocktail/;0.5;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
133;Tough to Hear;http://liquor.com/recipes/tough-to-hear/;0.5;0.5;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.04;0;0
134;Elixir Bloody Mary;http://liquor.com/recipes/elixir-bloody-mary/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
135;Golden Dream;http://liquor.com/recipes/golden-dream/;0.5;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
136;Mancini;http://liquor.com/recipes/mancini/;0.5;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
137;Stone Cold Larceny;http://liquor.com/recipes/stone-cold-larceny/;0.5;0.33;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
138;Beggar’s Banquet;http://liquor.com/recipes/beggars-banquet/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
139;New New York Sour;http://liquor.com/recipes/new-new-york-sour/;1;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
140;Tennessee Two Step;http://liquor.com/recipes/tennessee-two-step/;1;0.5;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
141;Maker’s Mark Collins;http://liquor.com/recipes/makers-mark-collins/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
142;Orange Blossom;http://liquor.com/recipes/orange-blossom/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
143;All Betts Are Off;http://liquor.com/recipes/all-betts-are-off/;1;0.5;0.5;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
144;Tazza di Vita;http://liquor.com/recipes/tazza-di-vita/;0.5;0.33;1;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
145;Not Manhattan;http://liquor.com/recipes/not-manhattan/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
146;A Lonely Island Lost in the Middle of a Foggy Sea;http://liquor.com/recipes/a-lonely-island-lost-in-the-middle-of-a-foggy-sea/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
147;Rub & Rye;http://liquor.com/recipes/rub-rye/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.07;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
148;The Improved Holland Gin Cock-Tail;http://liquor.com/recipes/the-improved-holland-gin-cock-tail/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
149;Citrus Thaipiroshka;http://liquor.com/recipes/citrus-thaipiroshka/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
150;Tegroni;http://liquor.com/recipes/tegroni/;0.5;0.415;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
151;Rob Roy;http://liquor.com/recipes/rob-roy/;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
152;La Valencia;http://liquor.com/recipes/la-valencia/;0.5;0.5;1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
153;Blood and Sand;http://liquor.com/recipes/blood-and-sand/;0.5;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
154;Lucid Frappe;http://liquor.com/recipes/lucid-frappe/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
155;Ward Eight;http://liquor.com/recipes/ward-eight/;0.5;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
156;Brian Boru;http://liquor.com/recipes/brian-boru/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
157;Frohito;http://liquor.com/recipes/frohito/;0.5;0;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.04;0
158;Gin Fizz;http://liquor.com/recipes/gin-fizz/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
159;Hard Water Presbyterian;http://liquor.com/recipes/hard-water-presbyterian/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0;0;0;0.07;0.1;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
160;Maison Premiere Sazerac;http://liquor.com/recipes/maison-premiere-sazerac/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
161;Whiskey Smash;http://liquor.com/recipes/whiskey-smash/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
162;Flying Dutchman;http://liquor.com/recipes/flying-dutchman/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
163;The Shifting Sands;http://liquor.com/recipes/the-shifting-sands/;0.5;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
164;Gypsy Queen;http://liquor.com/recipes/gypsy-queen/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
165;24 Sour;http://liquor.com/recipes/24-sour/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
166;Betsy Ross;http://liquor.com/recipes/betsy-ross/;1;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
167;Rhode Island Red;http://liquor.com/recipes/rhode-island-red/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
168;Fall and Summer;http://liquor.com/recipes/fall-and-summer/;0.5;0.415;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
169;Berri Ricky;http://liquor.com/recipes/berri-ricky/;0.5;0.33;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
170;Aviation;http://liquor.com/recipes/aviation/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
171;Absinthe Drip;http://liquor.com/recipes/absinthe-drip/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
172;Manhattan;http://liquor.com/recipes/manhattan-2/;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
173;Smash and Grab;http://liquor.com/recipes/smash-and-grab/;0.5;0.33;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
174;No. 3 French 75;http://liquor.com/recipes/no-3-french-75/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
175;Dale’s Rainbow Planter’s Punch;http://liquor.com/recipes/dales-rainbow-planters-punch/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0.04;0;0
176;Boat House Punch;http://liquor.com/recipes/boat-house-punch/;0.5;0.33;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
177;Mojito;http://liquor.com/recipes/mojito/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0.1;0;0;0;0.1;0;0;0;0;0;0.04;0;0
178;Caipirinha;http://liquor.com/recipes/caipirinha/;1;0.33;0.5;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0.04;0;0;0
179;Gentleman’s Press;http://liquor.com/recipes/gentlemans-press/;0.5;0.33;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
